Customer No,Cust Name,Quantity Pack,Quantity Piece,Debit Credit Type,Tr Date,Sales Lc,Sales Cost Lc,Additional Discount Lc,Price Discount Lc,Discount Lc,Brand Name,Cost Centre Pk,Net,Gross Sales,Discount,QTY PACK,QTY Piece,ALL_Pieces,QTY _ALL,QTY SOLD,Net Sales,Short Name,Id,Cost,Foc Goods,Cost of Sales,Salesman Name,Salesman Code,Common Code,Accperd Id,Price Tc,Your Ref,Tr Ref,Product No,Pack Size,Name,Weight Size,Flex Field5,Flex Field8,Flex Field9,Flex Field3,ADDL DISC,NET DISCOUNT,MRM DISCOUNT,NEW PDF,GROSS SALES,Avg Cost Price,Liquidation,Tr No2,Flex Field0,Computed,Act Qty Sold,Retail Price,MRM FOC ,TYPE,Month,Division,Tot CTN,Year,Net Profit,Supplier Name,FSD_Brands
9713,GRAND HYPER SHOPPING CENTER,1,0,C,45418,27.629,21.846,0,0,1.381,NIRAPARA,503,1,27.629,1.381,60,0,60,1,60,26.248,K-CRINVDN,15012,21.846,0,21.846,Nizar Ibrahim,23,KA,2767,27.629,2.404E+12,220355147,NP0058,60,FISH MASALA 60*200gm,12,Nirapara,Division,HHT,BK BRANDS,0,1.381,1.381,0,27.629,22.242,0,100500339,NP0058,1,1,27.355,0,INV,May,CA Div,1,2024,5.783,Nirapara- Kkr Agro Mills,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,1,0,C,45418,27.629,21.899,0,0,1.381,NIRAPARA,503,1,27.629,1.381,60,0,60,1,60,26.248,K-CRINVDN,15012,21.899,0,21.899,Nizar Ibrahim,23,KA,2767,27.629,2.404E+12,220355147,NP0041,60,MEAT MASALA 60*200gm,12,Nirapara,Division,HHT,BK BRANDS,0,1.381,1.381,0,27.629,21.899,0,100500339,NP0041,1,1,27.355,0,INV,May,CA Div,1,2024,5.73,Nirapara- Kkr Agro Mills,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,1,0,C,45418,28.676,13.851,0,0,1.434,STEVIANA,503,1,28.676,1.434,12,0,12,1,12,27.242,K-CRINVDN,15012,13.851,0,13.851,Nizar Ibrahim,23,KA,2767,28.676,2.404E+12,220355147,STV011,12,Steviana Sweetener 12*100*2.5g,3,Steviana,Division,HHT,BK BRANDS,0,1.434,1.434,0,28.676,13.868,0,100500339,STV011,1,1,25.75,0,INV,May,CA Div,1,2024,14.825,Steviana-Said Salim Bawazir For Toothpaste & Sweet,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,2,0,C,45418,55.258,43.84,0,0,2.763,NIRAPARA,503,1,55.258,2.763,120,0,120,2,120,52.495,K-CRINVDN,15012,43.84,0,43.84,Nizar Ibrahim,23,KA,2767,27.629,2.404E+12,220355150,NP0102,60,CURRY POWDER 60*200gm,12,Nirapara,Division,HHT,BK BRANDS,0,2.763,2.763,0,55.258,21.92,0,100500340,NP0102,2,2,27.355,0,INV,May,CA Div,2,2024,11.418,Nirapara- Kkr Agro Mills,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,1,0,C,45418,24,12.612,0,0,1.2,ORIGINAL GOURMET,503,1,24,1.2,120,0,120,1,120,22.8,K-CRINVDN,15012,12.612,0,12.612,Nizar Ibrahim,23,KA,2767,24,2.404E+12,220355150,OG0078,120,Original Gourmet Lollipops Super Mix. 31 Gram Refills,3.72,Original Gourmet,Division,HHT,BK BRANDS,0,1.2,1.2,0,24,12.612,0,100500340,OG0078,1,1,22.413,0,INV,May,CA Div,1,2024,11.388,ORIGINAL GOURMET,
9713,GRAND HYPER SHOPPING CENTER,1,0,C,45418,13.174,6.056,0,0,0.659,HARIBO,503,1,13.174,0.659,24,0,24,1,24,12.515,K-CRINVDN,15012,6.056,0,6.056,Nizar Ibrahim,23,KA,2767,13.174,2.404E+12,220355150,HB4916,24,Chamallows Pink & White 24X150g,3.6,Haribo,Division,HHT,BK BRANDS,0,0.659,0.659,0,13.174,6.056,0,100500340,HB4916,1,1,10.91,0,INV,May,CA Div,1,2024,7.118,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,2,0,C,45418,14.78,6.85,0,0,0.739,HARIBO,503,1,14.78,0.739,48,0,48,2,48,14.041,K-CRINVDN,15012,6.85,0,6.85,Nizar Ibrahim,23,KA,2767,7.39,2.404E+12,220355150,HB0362,24,Haribo Happy Cherries 80g,1.92,Haribo,Division,HHT,BK BRANDS,0,0.739,0.739,0,14.78,3.561,0,100500340,HB0362,2,2,6.12,0,INV,May,CA Div,2,2024,7.93,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,1,0,C,45418,6.853,2.864,0,0,0.343,HARIBO,503,1,6.853,0.343,24,0,24,1,24,6.51,K-CRINVDN,15012,2.864,0,2.864,Nizar Ibrahim,23,KA,2767,6.853,2.404E+12,220355150,HB4909,24,Haribo Chamallows Pink&White 70g,1.68,Haribo,Division,HHT,BK BRANDS,0,0.343,0.343,0,6.853,2.893,0,100500340,HB4909,1,1,5.675,0,INV,May,CA Div,1,2024,3.989,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,1,0,C,45418,16.12,8.347,0,0,0.806,HARIBO,503,1,16.12,0.806,30,0,30,1,30,15.314,K-CRINVDN,15012,8.347,0,8.347,Nizar Ibrahim,23,KA,2767,16.12,2.404E+12,220355150,HB7312,30,Haribo Happy Cola Sour Fresh 160g,4.8,Haribo,Division,HHT,BK BRANDS,0,0.806,0.806,0,16.12,8.347,0,100500340,HB7312,1,1,13.35,0,INV,May,CA Div,1,2024,7.773,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,1,0,C,45418,16.12,8.346,0,0,0.806,HARIBO,503,1,16.12,0.806,30,0,30,1,30,15.314,K-CRINVDN,15012,8.346,0,8.346,Nizar Ibrahim,23,KA,2767,16.12,2.404E+12,220355150,HB4533,30,Haribo Happy Cherries 160g,4.8,Haribo,Division,HHT,BK BRANDS,0,0.806,0.806,0,16.12,8.346,0,100500340,HB4533,1,1,13.35,0,INV,May,CA Div,1,2024,7.774,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,1,0,C,45418,16.12,8.54,0,0,0.806,HARIBO,503,1,16.12,0.806,30,0,30,1,30,15.314,K-CRINVDN,15012,8.54,0,8.54,Nizar Ibrahim,23,KA,2767,16.12,2.404E+12,220355150,HB4519,30,Haribo Gold bears 160g,4.8,Haribo,Division,HHT,BK BRANDS,0,0.806,0.806,0,16.12,8.575,0,100500340,HB4519,1,1,13.35,0,INV,May,CA Div,1,2024,7.58,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,1,0,C,45418,7.39,3.508,0,0,0.37,HARIBO,503,1,7.39,0.37,24,0,24,1,24,7.02,K-CRINVDN,15012,3.508,0,3.508,Nizar Ibrahim,23,KA,2767,7.39,2.404E+12,220355150,HB2027,24,Haribo Funny Mix 80g,1.92,Haribo,Division,HHT,BK BRANDS,0,0.37,0.37,0,7.39,3.601,0,100500340,HB2027,1,1,6.12,0,INV,May,CA Div,1,2024,3.882,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,2,0,C,45418,18.474,8.654,0,0,0.924,HARIBO,503,1,18.474,0.924,60,0,60,2,60,17.55,K-CRINVDN,15012,8.654,0,8.654,Nizar Ibrahim,23,KA,2767,9.237,2.404E+12,220355150,HB0627B,30,Haribo Gold bears 80g,2.4,Haribo,Division,HHT,BK BRANDS,0,0.924,0.924,0,18.474,4.406,0,100500340,HB0627B,2,2,7.65,0,INV,May,CA Div,2,2024,9.82,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,1,0,C,45418,16.12,8.36,0,0,0.806,HARIBO,503,1,16.12,0.806,30,0,30,1,30,15.314,K-CRINVDN,15012,8.36,0,8.36,Nizar Ibrahim,23,KA,2767,16.12,2.404E+12,220355150,HB4564,30,Haribo Peaches 160g,4.8,Haribo,Division,HHT,BK BRANDS,0,0.806,0.806,0,16.12,8.36,0,100500340,HB4564,1,1,13.35,0,INV,May,CA Div,1,2024,7.76,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,4,0,C,45418,29.56,13.744,0,0,1.478,HARIBO,503,1,29.56,1.478,96,0,96,4,96,28.082,K-CRINVDN,15012,13.744,0,13.744,Nizar Ibrahim,23,KA,2767,7.39,2.404E+12,220355150,HB0672,24,Haribo Berries 80g,1.92,Haribo,Division,HHT,BK BRANDS,0,1.478,1.478,0,29.56,3.545,0,100500340,HB0672,4,4,6.12,0,INV,May,CA Div,4,2024,15.816,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,1,0,C,45418,7.39,3.454,0,0,0.37,HARIBO,503,1,7.39,0.37,24,0,24,1,24,7.02,K-CRINVDN,15012,3.454,0,3.454,Nizar Ibrahim,23,KA,2767,7.39,2.404E+12,220355150,HB0348,24,Haribo Teeth 80g,1.92,Haribo,Division,HHT,BK BRANDS,0,0.37,0.37,0,7.39,3.454,0,100500340,HB0348,1,1,6.12,0,INV,May,CA Div,1,2024,3.936,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,2,0,C,45418,14.78,6.408,0,0,0.739,HARIBO,503,1,14.78,0.739,48,0,48,2,48,14.041,K-CRINVDN,15012,6.408,0,6.408,Nizar Ibrahim,23,KA,2767,7.39,2.404E+12,220355150,HB5519,24,FIZZ MIX 24*70g,1.68,Haribo,Division,HHT,BK BRANDS,0,0.739,0.739,0,14.78,3.204,0,100500340,HB5519,2,2,6.12,0,INV,May,CA Div,2,2024,8.372,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,1,0,C,45418,6.853,2.849,0,0,0.343,HARIBO,503,1,6.853,0.343,24,0,24,1,24,6.51,K-CRINVDN,15012,2.849,0,2.849,Nizar Ibrahim,23,KA,2767,6.853,2.404E+12,220355150,HB7162,24,Haribo Chamallows Party 24 * 70g,1.68,Haribo,Division,HHT,BK BRANDS,0,0.343,0.343,0,6.853,2.849,0,100500340,HB7162,1,1,5.675,0,INV,May,CA Div,1,2024,4.004,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,1,0,C,45418,7.39,3.446,0,0,0.37,HARIBO,503,1,7.39,0.37,24,0,24,1,24,7.02,K-CRINVDN,15012,3.446,0,3.446,Nizar Ibrahim,23,KA,2767,7.39,2.404E+12,220355150,HB8947,24,Haribo Squishy 24*80G,2.2,Haribo,Division,HHT,BK BRANDS,0,0.37,0.37,0,7.39,3.446,0,100500340,HB8947,1,1,6.12,0,INV,May,CA Div,1,2024,3.944,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
9713,GRAND HYPER SHOPPING CENTER,0,36,C,45418,14.21,6.558,0,0,0.711,KITCHEN TREASURES,503,1,14.21,0.711,0,36,36,0.5,36,13.499,K-CRINVDN,15012,6.558,0,6.558,Nizar Ibrahim,23,KA,2767,28.42,2.404E+12,220355150,KT2870,72,Biriyani Masala 72*100gm,10.08,KITCHENTREASURES,Division,HHT,BK BRANDS,0,0.711,0.711,0,14.21,13.116,0,100500340,KT2870,0.5,0.5,24.5,0,INV,May,CA Div,0.5,2024,7.652,KITCHEN TREASURES,
9713,GRAND HYPER SHOPPING CENTER,2,0,C,45418,64.566,30.242,0,0,3.228,KITCHEN TREASURES,503,1,64.566,3.228,120,0,120,2,120,61.338,K-CRINVDN,15012,30.242,0,30.242,Nizar Ibrahim,23,KA,2767,32.283,2.404E+12,220355150,KT4528,60,Kashmiri chilli Powder  60*200gm,11.31,KITCHENTREASURES,Division,HHT,BK BRANDS,0,3.228,3.228,0,64.566,15.121,0,100500340,KT4528,2,2,27.83,0,INV,May,CA Div,2,2024,34.324,KITCHEN TREASURES,
1446,LULU HYPERMARKET GENERAL TRADING & CONTRACTING CO.,3,0,C,45418,46.95,28.731,0,0,0,Guylian,503,1,46.95,0,36,0,36,3,36,46.95,K-CRINVDN,15012,28.731,0,28.731,Nizar Ibrahim,23,KA,2767,15.65,4817139367,220355175,GL34,12,125 GRAM GIFT BOX- 12X125G,1.5,Guylian,Division,HHT,BK BRANDS,0,0,0,0,46.95,9.42,0,100500341,GL34,3,3,13.965,0,INV,May,CA Div,3,2024,18.219,Chocolaterie Guylian NV,BK BRANDS
1446,LULU HYPERMARKET GENERAL TRADING & CONTRACTING CO.,5,0,C,45418,49.985,28.36,0,0,0,Guylian,503,1,49.985,0,120,0,120,5,120,49.985,K-CRINVDN,15012,28.36,0,28.36,Nizar Ibrahim,23,KA,2767,9.997,4817139367,220355175,GL01A,24,SEASHELL 33G,0.792,Guylian,Division,HHT,BK BRANDS,0,0,0,0,49.985,5.609,0,100500341,GL01A,5,5,8.945,0,INV,May,CA Div,5,2024,21.625,Chocolaterie Guylian NV,BK BRANDS
1446,LULU HYPERMARKET GENERAL TRADING & CONTRACTING CO.,2,0,C,45418,62.82,33.952,0,0,0,Guylian,503,1,62.82,0,24,0,24,2,24,62.82,K-CRINVDN,15012,33.952,0,33.952,Nizar Ibrahim,23,KA,2767,31.41,4817139367,220355175,GL03,12,SEASHELL WINDOW BOX 250g,3,Guylian,Division,HHT,BK BRANDS,0,0,0,0,62.82,16.902,0,100500341,GL03,2,2,28.036,0,INV,May,CA Div,2,2024,28.868,Chocolaterie Guylian NV,BK BRANDS
1446,LULU HYPERMARKET GENERAL TRADING & CONTRACTING CO.,4,0,C,45418,37.68,20.156,0,0,0,Guylian,503,1,37.68,0,48,0,48,4,48,37.68,K-CRINVDN,15012,20.156,0,20.156,Nizar Ibrahim,23,KA,2767,9.42,4817139367,220355175,GL02,12,SEASHELL 65g,0.78,Guylian,Division,HHT,BK BRANDS,0,0,0,0,37.68,5.022,0,100500341,GL02,4,4,8.4,0,INV,May,CA Div,4,2024,17.524,Chocolaterie Guylian NV,BK BRANDS
1446,LULU HYPERMARKET GENERAL TRADING & CONTRACTING CO.,2,0,C,45418,16.272,8.392,0,0,0,BAHLSEN,503,1,16.272,0,60,0,60,2,60,16.272,K-CRINVDN,15012,8.392,0,8.392,Nizar Ibrahim,23,KA,2767,8.136,4817139367,220355175,BK2105,30,LEIBNIZ CHOCO 30 X 27.5 G,0.825,Bahlsen,Division,HHT,BK BRANDS,0,0,0,0,16.272,4.228,0,100500341,BK2105,2,2,6,0,INV,May,CA Div,2,2024,7.88,Bahlsen GmbH Co. & KG,BK BRANDS
1446,LULU HYPERMARKET GENERAL TRADING & CONTRACTING CO.,1,0,C,45418,8.684,4.766,0,0,0,BAHLSEN,503,1,8.684,0,12,0,12,1,12,8.684,K-CRINVDN,15012,4.766,0,4.766,Nizar Ibrahim,23,KA,2767,8.684,4817139367,220355175,BK2675,12,DELICE 100G,1.2,Bahlsen,Division,HHT,BK BRANDS,0,0,0,0,8.684,4.802,0,100500341,BK2675,1,1,6.376,0,INV,May,CA Div,1,2024,3.918,Bahlsen GmbH Co. & KG,BK BRANDS
1446,LULU HYPERMARKET GENERAL TRADING & CONTRACTING CO.,1,0,C,45418,13.652,6.228,0,0,0,BAHLSEN,503,1,13.652,0,14,0,14,1,14,13.652,K-CRINVDN,15012,6.228,0,6.228,Nizar Ibrahim,23,KA,2767,13.652,4817139367,220355175,BK4126,14,PICK UP! MINIS MILK 14X106 G,1.484,Bahlsen,Division,HHT,BK BRANDS,0,0,0,0,13.652,6.294,0,100500341,BK4126,1,1,11.01,0,INV,May,CA Div,1,2024,7.424,Bahlsen GmbH Co. & KG,BK BRANDS
1446,LULU HYPERMARKET GENERAL TRADING & CONTRACTING CO.,2,0,C,45418,27.304,12.462,0,0,0,BAHLSEN,503,1,27.304,0,28,0,28,2,28,27.304,K-CRINVDN,15012,12.462,0,12.462,Nizar Ibrahim,23,KA,2767,13.652,4817139367,220355175,BK4074,14,PiCK UP! MINIS CHOCO 106G,1.484,Bahlsen,Division,HHT,BK BRANDS,0,0,0,0,27.304,6.286,0,100500341,BK4074,2,2,11.01,0,INV,May,CA Div,2,2024,14.842,Bahlsen GmbH Co. & KG,BK BRANDS
1446,LULU HYPERMARKET GENERAL TRADING & CONTRACTING CO.,2,0,C,45418,8.736,4.27,0,0,0,BAHLSEN,503,1,8.736,0,48,0,48,2,48,8.736,K-CRINVDN,15012,4.27,0,4.27,Nizar Ibrahim,23,KA,2767,4.368,4817139367,220355175,BK2482,24,PICK UP CHOCO & MILK 28 G,2.688,Bahlsen,Division,HHT,BK BRANDS,0,0,0,0,8.736,2.155,0,100500341,BK2482,2,2,3.495,0,INV,May,CA Div,2,2024,4.466,Bahlsen GmbH Co. & KG,BK BRANDS
1446,LULU HYPERMARKET GENERAL TRADING & CONTRACTING CO.,2,0,C,45418,14.78,7.016,0,0,0,HARIBO,503,1,14.78,0,48,0,48,2,48,14.78,K-CRINVDN,15012,7.016,0,7.016,Nizar Ibrahim,23,KA,2767,7.39,4817139367,220355175,HB2027,24,Haribo Funny Mix 80g,1.92,Haribo,Division,HHT,BK BRANDS,0,0,0,0,14.78,3.601,0,100500341,HB2027,2,2,6.12,0,INV,May,CA Div,2,2024,7.764,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
1446,LULU HYPERMARKET GENERAL TRADING & CONTRACTING CO.,3,0,C,45418,27.711,13.005,0,0,0,HARIBO,503,1,27.711,0,90,0,90,3,90,27.711,K-CRINVDN,15012,13.005,0,13.005,Nizar Ibrahim,23,KA,2767,9.237,4817139367,220355175,HB2010B,30,Haribo Happy Cola 80g,2.4,Haribo,Division,HHT,BK BRANDS,0,0,0,0,27.711,4.416,0,100500341,HB2010B,3,3,7.65,0,INV,May,CA Div,3,2024,14.706,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
1446,LULU HYPERMARKET GENERAL TRADING & CONTRACTING CO.,3,0,C,45418,22.17,9.549,0,0,0,HARIBO,503,1,22.17,0,72,0,72,3,72,22.17,K-CRINVDN,15012,9.549,0,9.549,Nizar Ibrahim,23,KA,2767,7.39,4817139367,220355175,HB5502,24,WORMS  FIZZ 24X70G,1.68,Haribo,Division,HHT,BK BRANDS,0,0,0,0,22.17,3.183,0,100500341,HB5502,3,3,6.12,0,INV,May,CA Div,3,2024,12.621,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
1446,LULU HYPERMARKET GENERAL TRADING & CONTRACTING CO.,1,0,C,45418,12.537,5.879,0,0,0,BAHLSEN,503,1,12.537,0,14,0,14,1,14,12.537,K-CRINVDN,15012,5.879,0,5.879,Nizar Ibrahim,23,KA,2767,12.537,4817139367,220355175,BK2833,14,PiCK UP! FLOW PACK 5x28G,1.96,Bahlsen,Division,HHT,BK BRANDS,0,0,0,0,12.537,5.873,0,100500341,BK2833,1,1,9.99,0,INV,May,CA Div,1,2024,6.658,Bahlsen GmbH Co. & KG,BK BRANDS
1446,LULU HYPERMARKET GENERAL TRADING & CONTRACTING CO.,3,0,C,45418,22.17,9.612,0,0,0,HARIBO,503,1,22.17,0,72,0,72,3,72,22.17,K-CRINVDN,15012,9.612,0,9.612,Nizar Ibrahim,23,KA,2767,7.39,4817139407,220355159,HB5519,24,FIZZ MIX 24*70g,1.68,Haribo,Division,HHT,BK BRANDS,0,0,0,0,22.17,3.204,0,100500342,HB5519,3,3,6.12,0,INV,May,CA Div,3,2024,12.558,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
1446,LULU HYPERMARKET GENERAL TRADING & CONTRACTING CO.,2,0,C,45418,32.24,16.72,0,0,0,HARIBO,503,1,32.24,0,60,0,60,2,60,32.24,K-CRINVDN,15012,16.72,0,16.72,Nizar Ibrahim,23,KA,2767,16.12,4817139407,220355159,HB4564,30,Haribo Peaches 160g,4.8,Haribo,Division,HHT,BK BRANDS,0,0,0,0,32.24,8.36,0,100500342,HB4564,2,2,13.35,0,INV,May,CA Div,2,2024,15.52,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
1446,LULU HYPERMARKET GENERAL TRADING & CONTRACTING CO.,2,0,C,45418,32.24,16.692,0,0,0,HARIBO,503,1,32.24,0,60,0,60,2,60,32.24,K-CRINVDN,15012,16.692,0,16.692,Nizar Ibrahim,23,KA,2767,16.12,4817139407,220355159,HB4533,30,Haribo Happy Cherries 160g,4.8,Haribo,Division,HHT,BK BRANDS,0,0,0,0,32.24,8.346,0,100500342,HB4533,2,2,13.35,0,INV,May,CA Div,2,2024,15.548,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
