SORT,ACCOUNT NO,ACCOUNT NAME, OPENING BALANCE , DEBIT AMOUNT , CREDIT AMOUNT , BALANCE ,
 Distribution Costs ,55120105,Staff Cost - Insurance,33413.322,7170,0,40583.322,
 Administrative expenses ,55120107,Staff Cost - Temporary Labour,32093.065,3550,0,35643.065,
 Distribution Costs ,55120108,Staff cost - Training,1362.213,151.357,0,1513.57,
 Administrative expenses ,55120109,Staff Cost - Overtime,48654.772,5228.096,0,53882.868,
 Distribution Costs ,55120110,Staff Cost - Air Ticket,42068.027,4618.503,0,46686.53,
 Distribution Costs ,55120111,Staff Cost - School Fees,21526.986,2483.333,0,24010.319,
 Distribution Costs ,55120112,Staff Cost - Staff Welfare,1698.34,0,0,1698.34,
 Distribution Costs ,55120114,Staff Cost - Health Card,1519,86,0,1605,
 Distribution Costs ,55120119,Staff Cost - Civil Id Fees,805,210,0,1015,
 Distribution Costs ,55120121,Staff Cost - Group Life Insurance,6516.854,729.556,48.641,7197.769,
 Administrative expenses ,55120124,Staff Cost - Security Guard-Outsourced,14850,2430,1080,16200,
 Distribution Costs ,55120125,Staff Cost - Salary Recharge,-77822.907,0,8476.829,-86299.736,
 Distribution Costs ,55130101,Veh R&M - Mitsubish  #19/6744 - Log-V09,1881.95,0,0,1881.95,
 Distribution Costs ,55130113,Veh R&M - Veh R&M - Nissan#2/22404 - Log-V04,683.5,58.25,0,741.75,
 Distribution Costs ,55130136,Veh R&M - Mitsubishi 16/6825 -  Log-V12,1379.166,120.5,0,1499.666,
 Distribution Costs ,55130154,Veh R&M - Mitsubishi- 5/85020 -  Log-V15,1449.783,81,0,1530.783,
 Distribution Costs ,55130155,Veh R&M - Mitsubishi-9/30258 -  Log-V16,1377.7,286,0,1663.7,
 Distribution Costs ,55130156,Veh R&M - Isuzu 19/17885 -  Log-V17,1652.934,23.75,0,1676.684,
 Distribution Costs ,55130157,Veh R&M - Mitsubishi-  5/84205 -  Log-V18,1972.884,103.5,0,2076.384,
 Distribution Costs ,55130158,Veh R&M - Mitsubishi   5/80820 -  Log-V19,1289.132,227,0,1516.132,
 Distribution Costs ,55130159,Veh R&M - Mitsubishi   6/90521 -  Log-V20,2336.438,76,0,2412.438,
 Distribution Costs ,55130160,Veh R&M - Isuzu 4/87409 - Cpd(Brn)-V21,1911.783,56.25,0,1968.033,
 Distribution Costs ,55130161,Veh R&M - Isuzu 4/87196 - Cpd(Brn)-V22,1219.034,71.6,0,1290.634,
 Distribution Costs ,55130162,Veh R&M - Isuzu 5/91368 - Cpd(Brn)-V23,790.5,0,0,790.5,
 Distribution Costs ,55130163,Veh R&M - Isuzu 4/87110 - Cpd(Brn)-V24,822.532,0,0,822.532,
 Distribution Costs ,55130166,Veh R&M - Isuzu 7/27250 - Cpd(Brn)-V26,1412.25,63,0,1475.25,
 Distribution Costs ,55130167,Veh R&M - Isuzu 3/77831 - Log,1712.007,229.5,0,1941.507,
 Distribution Costs ,55130168,Veh R&M - Isuzu 3/77637 - Cpd(Brn)-V28,1644.283,186.5,0,1830.783,
 Distribution Costs ,55130169,Veh R&M - Toyota 5/31762 - Lt-V32,1203.433,114.25,0,1317.683,
 Distribution Costs ,55130173,Veh R&M - Toyota Hiace 9/71879 - Cpd(Lt)-V38,921.889,81.5,0,1003.389,
 Distribution Costs ,55130176,Veh R&M - Isuzu 13/11116 - Log-V30,1265.302,183.4,0,1448.702,
 Distribution Costs ,55130177,Veh R&M - Isuzu 13/11282- Log-V31,1617.133,486,0,2103.133,
 Distribution Costs ,55130178,Veh R&M - Isuzu 17/53442-Log-V 34,1056,176.5,0,1232.5,
 Distribution Costs ,55130179,Veh R&M - Toyota 3/11230 - Cpd(Lt)-V42,873.483,30.5,0,903.983,
 Distribution Costs ,55130180,Veh R&M - Toyota 3/14815 - Cpd(Lt)-V43,745.25,10.25,0,755.5,
 Distribution Costs ,55130182,Veh R&M - Nissan 11/58449 - Cpd-V29,274.75,124.25,0,399,
 Distribution Costs ,55130183,Veh R&M - Isuzu 11/78393 - Log-V39,1747.167,251,0,1998.167,
 Distribution Costs ,55130184,Veh R&M - Isuzu 11/89716 - Log-V40,1679.657,90,0,1769.657,
 Distribution Costs ,55130185,Veh R&M - Hyundai 11/74065 - Cpd-V33,178.5,0,0,178.5,
 Distribution Costs ,55130186,Veh R&M - Isuzu 12/83885 - Log-V41,1517.735,261,0,1778.735,
 Distribution Costs ,55130187,DENG FENG 11/58599  - BRN-V45,21,0,0,21,
 Distribution Costs ,55130189,Veh R&M - Hino 13/15597 - V47 Log,1341.25,252.5,0,1593.75,
 Distribution Costs ,55130190,Veh R&M - Van 13/53293 -V48 Cpd,1321.05,80.25,0,1401.3,
 Distribution Costs ,55130193,Veh R&M - 14/26180 - Log Bw Veh,15,0,0,15,
 Distribution Costs ,55130195,Veh R&M - 14/86107 - V52 Cpd Ethnic,1995.665,296,0,2291.665,
 Distribution Costs ,55130196,Veh R&M - 14/86011 -  V53 Cpd Ethnic,851.15,499.75,0,1350.9,
 Distribution Costs ,55130197,Veh R&M - 14/48627 - V54 Cpd Ethnic,947.4,278.5,0,1225.9,
 Administrative expenses ,55130198,Veh R&M - Fork Lift Maintenance,55,0,0,55,
 Distribution Costs ,55130199,Veh R&M - 14/62180 - V51 Log,1441.25,295.25,0,1736.5,
 Distribution Costs ,55130200,Veh R&M - 14/76310 - V50 Log,1507.25,291.5,0,1798.75,
 Distribution Costs ,55130202,Veh R&M - Toyota Coaster 19/64026 Transport Van,588.5,65.5,0,654,
 Distribution Costs ,55130203,Veh R&M - 22/60232 Isuzu Half Lorry 2023 Model Log,727.5,55.25,0,782.75,
 Distribution Costs ,55130204,Veh R&M - 22/60372 Isuzu Half Lorry 2023 Model Log,646,119.95,0,765.95,
 Distribution Costs ,55130205,Veh R&M - 22/60464 Isuzu Half Loory 2023 Model Log,718.75,81,0,799.75,
 Administrative expenses ,55150101,Audit Fees,3187.503,354.167,0,3541.67,
 Administrative expenses ,55150102,Legal Fees,26452.314,2939.146,0,29391.46,
 Administrative expenses ,55150103,Maintenance -Property,35780.082,7832.314,4417,39195.396,
 Administrative expenses ,55150104,Communication,8030.71,863.51,0,8894.22,
 Administrative expenses ,55150105,Stationary,11776.574,2233.981,184,13826.555,
 Administrative expenses ,55150106,Electricity & Water,21560.205,2395.563,0,23955.768,
 Administrative expenses ,55150107,Rents,233984.997,30342.333,3094,261233.33,
 Administrative expenses ,55150108,Traveling Expenses,12134.427,1292.038,0,13426.465,
 Administrative expenses ,55150109,Subscription,1299.429,144.381,0,1443.81,
 Administrative expenses ,55150112,Computer Expenses,17382.719,3070.871,1300,19153.59,
 Administrative expenses ,55150113,Courier & Postage,416.682,58.434,0,475.116,
 Administrative expenses ,55150114,Insurance & Others,18225,2025,0,20250,
 Administrative expenses ,55150115,Entertainments,8605.122,855.918,0,9461.04,
 Administrative expenses ,55150116,Office Expenses,17296.281,2567.872,1134,18730.153,
 Administrative expenses ,55150117,Bad & Doubtful Debts,4000,0,0,4000,
 Provision on obsolete inventories ,55150124,Obsolete Stock,-9000,0,0,-9000,
 Administrative expenses ,55150334,Social Security,9758.803,1170.906,0,10929.709,
 Administrative expenses ,55150336,Additional WHS,26934.2,0,0,26934.2,
 Administrative expenses ,55150338,PENALTY & FINES,10,15,0,25,
 Distribution Costs ,55150339,Additional Trucks,1185,3297.5,3297.5,1185,
 Administrative expenses ,55150340,Mirna Expense,900,100,0,1000,
 Administrative expenses ,55150341,Online Server,1100,100,0,1200,
 Administrative expenses ,55150344,Pantry Expenses,3933.432,317.533,0,4250.965,
 Administrative expenses ,55150345,Business Lunch,4532.452,579.553,0,5112.005,
 Administrative expenses ,55150348,Sabhan Warehouse Rent,180000,20000,0,200000,
 Management fees ,55150349,Management Fees - TIH,28810.503,3201.167,0,32011.67,
 Administrative expenses ,55150351,License,333,0,0,333,
 Administrative expenses ,55150352,AMC - Annual Maintenance Contract,16573.33,2838.333,0,19411.663,
 Administrative expenses ,55150353,ISO 9001:2015  22000:2018,2626.999,613.333,333,2907.332,
 Depreciation & amortization ,55160102,Depreciation - Cars,5618.772,1249,0,6867.772,
 Depreciation & amortization ,55160103,Depreciation -  Equipment,59617.63,8147,0,67764.63,
 Depreciation & amortization ,55160104,Depreciation - Computers,3926.329,475,0,4401.329,
 Finance Cost ,55170101,Bank Interest,3.25,0,0,3.25,
 Finance Cost ,55170102,Bank Charges,3497.034,1356.749,0,4853.783,
 Finance Cost ,55170108,Interest Income - Goodlife,-9488,0,1209,-10697,
 Cash & Chq in Hand ,11110101,Cash on Hand,0,39932.56,39932.56,0,
 Cash & Chq in Hand ,11110102,Petty Cash - Head Office,3094.575,5000,6833.03,1261.545,
 Cash & Chq in Hand ,11110120,Cash on Hand - HHT,-0.413,6703.575,6743.425,-40.263,
 Cash & Chq in Hand ,11110122,Petty Cash - Imprest - Logistics,500,0,0,500,
 Cash & Chq in Hand ,11110123,Petty Cash - Imprest - HR,500,0,0,500,
 Cash & Chq in Hand ,11110125,Petty Cash - Imprest - Office Admin,200,0,0,200,
 Bank Balance and cash ,11110201,Bank - Gulf Bank - 09633119 - KWD,121.856,0,0,121.856,
 Bank Balance and cash ,11110202,Bank - Kuwait Finance House K.F.H - KWD,302612.586,97137.567,390513.771,9236.382,
 Bank Balance and cash ,11110203,Bank - Al Ahli Bank  ABK - KWD,72973.526,0,0,72973.526,
 Bank Balance and cash ,11110205,Bank - Burgan Bank - BGB - KWD,3925.61,0,0,3925.61,
 Bank Balance and cash ,11110206,Bank - National Bank - 0003868710101 - KWD,123122.61,109053.114,183246.963,48928.761,
 Bank Balance and cash ,11110207,Bank - Gulf Bank 06219808 - KWD,92279.461,220020.601,191887.319,120412.743, ok 
 Bank Balance and cash ,11110210,Bank - Gulf Bank 04803038 - USD,4489.18,0,0,4489.18, ok 
 Bank Balance and cash ,11110218,Bank - Bank of Bahrain Kuwait - BBK,73147.736,532754.035,425563.669,180338.102, ok 
 Bank Balance and cash ,11110219,Bank - Fixed Deposit - 1,750000,0,0,750000, ok 
 Bank Balance and cash ,11110220,Bank - Fixed Deposit - 2,750000,0,0,750000, ok 
 Bank Balance and cash ,11110221,Bank - KIB - 011010223151,1000,150488.711,0,151488.711, ok 
 Cash & Chq in Hand ,11110301,Control a/c - Cheques on Hand,1.995,234071.481,206141.443,27932.033, ok 
 Cash & Chq in Hand ,11110302,Control a/c - Post Dated Cheques,40104.11,48948.993,50396.18,38656.923, ok 
 Cash & Chq in Hand ,11110303,Control a/c - Immature Cheques,-30264.974,26016.215,24567.028,-28815.787,
 Cash & Chq in Hand ,11110310,Control a/c - Post Dated Cheques - HHT,-9842.909,0,0,-9842.909,
 Account Receivable & Prepayments ,11110609,Control a/c - Staff Zain Bills Control,7820.223,752.904,98.6,8474.527,
 Cash & Chq in Hand ,11110610,Control a/c - Petty Cash - Cash Salary,1141.622,2404.315,2404,1141.937,
 Account Receivable & Prepayments ,11110612,Claims - HARIBO,4910,0,0,4910,
 Account payables and accruals ,11110614,Claims - BAHLSEN,1219.92,0,0,1219.92, ok 
 Account Receivable & Prepayments ,11110618,Claims - LORENZ,1200,0,0,1200, ok 
 Account Receivable & Prepayments ,11110619,FERGULF Kuwait Gen Trad Company,344418.376,118155.628,65861.614,396712.39, ok 
 Account payables and accruals ,11110620,METCO (Middle East Telecommunication),7,0,0,7, ok 
 Account payables and accruals ,11110621,Claims - Supplier Imports,5708.095,21248,0,26956.095,
 Cash & Chq in Hand ,11110622,Control a/c - Petty Cash,0,6583.03,6583.03,0,
 Account Receivable & Prepayments ,11110623,Claims - FERGULF Market Spends,35618.565,0,0,35618.565,
 Account Receivable & Prepayments ,11110624,Claims - Al THIQA,-4799.757,7250,9727.412,-7277.169,
 Account Receivable & Prepayments ,11110625,Claims - BATEEL,2020,2020,2020,2020,
 Account Receivable & Prepayments ,11120101,Trade Receivable,1267728.216,829987.138,806688.457,1291026.897,
 Account payables and accruals ,11120111,Provision - Debit Notes,-6136.45,0,0," (6,136)",
 Account Receivable & Prepayments ,11120112,Provision - Bad & Doubtful - CA,-226828.437,5196,0," (221,632)",
 Account Receivable & Prepayments ,11120113,Provision - Bad & Doubtful - FSD,-278965.69,0,0," (278,966)", ok 
 Account Receivable & Prepayments ,11120301,Prepaid - Rent,6188,6188,3094,9282, ok 
 Account Receivable & Prepayments ,11120302,Refundable Deposit,5204.513,0,0,5204.513, ok 
 Account Receivable & Prepayments ,11120303,Prepaid - Expenses,2327.563,8427.969,5767.765,4987.767,
 Account Receivable & Prepayments ,11120304,Prepaid - Insurance,3549.588,0,2946.221,603.367, ok 
 Account Receivable & Prepayments ,11120305,Due from Related Parties - Imad Sultan,800.804,0,0,800.804, ok 
 Account Receivable & Prepayments ,11120306,Due from Related Parties - Hussain Jawad,70.242,0,0,70.242, ok 
 Amount due from related parties ,11120307,Due from Related Parties - Mustafa Sultan,14032.321,0,0,14032.321, ok 
 Amount due from related parties ,11120308,Due from Related Parties - Tawfiq Sultan,5655.103,0,0,5655.103, ok 
 Account Receivable & Prepayments ,11120309,Due from Related Parties - Mohammed Tawfiq Sultan,16310.561,0,0,16310.561, ok 
 Account payables and accruals ,11120326,Prepaid - Listing Fees,-37804,0,0,-37804, ok 
 Account Receivable & Prepayments ,11120328,Prepaid - Market Rental,56655.08,0,8998,47657.08,
 Amount due to related parties ,11120401,Due from Related Parties - Bustan Wataniya,-250978.298,33008.071,14839.912,-232810.139,
 Amount due from related parties ,11120403,Due from Related Parties - Sultan Furnishing Co.,2471,0,0,2471,
 Account payables and accruals ,11120405,Due to Related Parties - Towel International Group,614.32,0,0,614.32,
 Amount due from related parties ,11120408,Due from Related Parties - W.J.Towell -Enhance UAE,-0.004,0,0,-0.004, ok 
 Amount due to related parties ,11120412,Bustan Wataniya - Debit Note,-604.486,0,0,-604.486, ok 
 Amount due from related parties ,11120414,Due from Related Parties - GOOD LIFE Trading Co.,121493.825,8209,5000,124702.825, ok 
 Loan to Relate Party ,11120415,Loan To FERGULF Kuwait Gen.Trad.W.L.L,749700,0,0,749700,
 Amount due from related parties ,11120417,Due from Related Parties - BRAND AID,31223.729,1777.889,0,33001.618, ok 
 Amount due to related parties ,11120419,Due from Related Parties - Sultan Int. Printing,-72277.254,0,0,-72277.254,
 Amount due from related parties ,11120420,Due from Related Parties - BRAND AID,26127.29,30.5,0,26157.79,
 Amount due from related parties ,11120421,Due from Related Parties - KUCM,-225,0,0,-225,
 Account Receivable & Prepayments ,100300975,MAHDY TAMAH MOHAMMED  - HR - 1015,22.5,22.5,0,45,
 Account Receivable & Prepayments ,110700048,NABIL MUSCATI - GEN - 2153,3746.3,0,0,3746.3,
 Account Receivable & Prepayments ,130601868,NOURAH D SH A ALAJMI - 1043,-200,0,0,-200,
 Account Receivable & Prepayments ,140700494A,MOHAMMAD AHMAD SALEEM SHAABAN - 2380,0,0,250,-250,
 Account Receivable & Prepayments ,461600333,SOBHIE  AZHAB  ALALI - CA - 2081,-600,0,0,-600,
 Account Receivable & Prepayments ,592801437,Saadoun Hashem Kayed Abbasi - 2001414,-1000,0,0,-1000,
 Account Receivable & Prepayments ,592801449,Mohamed Ali Hussain Kahil - 2001426 (c/o bassem),-2000,0,0,-2000,
 Account Receivable & Prepayments ,592801472,Alaa Mohamad Thalaj Supply Chain 2001447,0,0,176,-176,
 Account Receivable & Prepayments ,592801473,Hend Ahmad Alkurdi Supply Chain 2001440,-84,0,84,-168,
 Inventories ,11140101,Inventory,1043864.413,583559.808,522379.866,1105044.355,
 Inventories ,11140102,Inventory - Delivery Note But Not Invoice,-367.574,422237.002,422233.523,-364.095,
 Inventories ,11140103,Inventory - Custom Charges,-11420.716,22206.49,13810.41,-3024.636,
 Inventories ,11140104,Inventory - Clearing Expenses,8368.726,13082.28,7800.81,13650.196,
 Inventories ,11140108,Inventory - Fright Charges,-4928.38,9421.122,6265.935,-1773.193,
 Inventories ,11140109,Inventory - Inventory Packing,-10575.209,9370.104,11924.127,-13129.232,
 Account payables and accruals ,11140112,Inventory - Demurrage-Port/Line,-73,0,0,-73,
 Inventories ,11140113,Inventory - Bank Charge(L/C & Policies),8100.658,0,229.547,7871.111,
 Inventories ,11140114,Inventory - Insurance Charges,-23357.269,3229.845,3207.496,-23334.92,
 Account payables and accruals ,11140115,Inventory - Unloading Charges,-105.667,0,0,-105.667,
 Account payables and accruals ,11140117,Inventory - Unpallete Container,-126.682,0,0,-126.682,
 Account Receivable & Prepayments ,11140118,Inventory - Unpallete - Ferrero,-0.002,0,0,-0.002,
 Account Receivable & Prepayments ,11140120,Stock Take Differences (VSM - Main),-68.592,0,0,-68.592,
 Inventories ,11140121,Inventory - Provision For Stock - CA,-6499.582,0,0," (6,500)",
 Inventories ,11140122,Inventory - Provision For Stock - FSD,-40732.466,0,0," (40,732)",
 Inventories ,11140201,Inventory - Goods In Transit,-195.307,497740.933,497743.671,-198.045,
 Property  and equipments ,11210101,Fixed Asset - Building & Warehousing,938115.42,0,0,938115.42,
 Property  and equipments ,11210102,Fixed Asset - Cars,707889.86,0,0,707889.86,
 Property  and equipments ,11210103,Fixed Asset - Furnitures,420903.17,2000,2000,420903.17,
 Property  and equipments ,11210104,Fixed Asset - Office Equipment,664847.262,1250,0,666097.262,
 Property  and equipments ,11210105,Fixed Asset - Computers,280168.15,1150,0,281318.15,
 Property  and equipments ,11210106,Fixed Asset - Machinery,-0.12,0,0,-0.12,
 Account Receivable & Prepayments ,11210107,Fixed Asset - Work In Progress,2083.333,0,0,2083.333,
 Property  and equipments ,11210108,Fixed Asset - Lease Hold Land,608400,0,0,608400,
 Property  and equipments ,11210301,Accumulated Depreciation - Building And Warehouse,-938116.618,0,0,-938116.618,
 Property  and equipments ,11210302,Accumulated  Depreciation - Cars,-654303.904,0,1249,-655552.904,
 Property  and equipments ,11210303,Accumulated Depreciation - Furniture,-418290.04,0,0,-418290.04,
 Property  and equipments ,11210304,Accumulated Depreciation - Office Equipment,-570479.614,0,8147,-578626.614,
 Property  and equipments ,11210305,Accumulated Depreciaton - Computers,-276899.319,0,475,-277374.319,
 Property  and equipments ,11210306,Accumulated Depreciation - Machinery,0.214,0,0,0.214,
 Loan to Relate Party ,11220101,Long Term Investment - GOODLIFE,121232.1,0,0,121232.1,
 Loan to Relate Party ,11220102,Long Term Investment - FERGULF Kuwait,304031,0,0,304031,
 Loan to Relate Party ,11220103,Long Term Investment - BRAND AID,141473,0,0,141473,
 Account payables and accruals ,22120101,Suppliers,-81915.771,735380.118,771880.032,-118415.685,
 Account payables and accruals ,22120103,Suppliers A&P - BK POT,0.178,0,0,0.178,
 Account payables and accruals ,22120107,Employee Payable,20839.305,6961.03,6612.86,21187.475,
 Account payables and accruals ,22220019,Provision - OSD 2014,-12123.209,0,0," (12,123)",
 Account payables and accruals ,22220034,Provision - Rebate 2015,11428.2,0,0," 11,428 ",
 Account payables and accruals ,22220035,Provision - Rental 2015,-59503.425,0,0," (59,503)",
 Account payables and accruals ,22220036,Provision - Rental 2018,-18222.418,0,0," (18,222)",
 Account payables and accruals ,22220037,Provision - Rebate 2018,-2671.871,0,0," (2,672)",
 Account payables and accruals ,22220038,Provision - Rebate 2019,-2441.189,0,0," (2,441)",
 Account payables and accruals ,22220039,Provision - Rental 2019,-10979.645,0,0," (10,980)",
 Employees end of service benefits ,22220101,Provision - Indemnity,-810531.368,923,9287," (818,895)",
 Account payables and accruals ,22220102,Provision - Leave,-172591.989,12032.326,9331.809," (169,891)",
 Account payables and accruals ,22220103,Provision - Air Ticket,-183008.341,2190,4218.5," (185,037)",
 Account payables and accruals ,22220228,Provision - Market Spends,-23.866,0,0, (24),
 Account payables and accruals ,22220229,Supplier Claims (Debit Notes) - Trade Claims,53406.6,0,0,53406.6,
 Account payables and accruals ,22220230,Provision - A&P 2020,-9494.457,0,0," (9,494)",
 Account payables and accruals ,22220233,Provision - A&P 2021,-57327.019,0,0," (57,327)",
 Account payables and accruals ,22220234,Provision - A&P 2022,-89428.258,0,0," (89,428)",
 Account payables and accruals ,22220235,Provision - A&P 2023,-23503.056,0,0," (23,503)",
 Account payables and accruals ,22220236,Kitchen Treasure Pool A/C,2816.517,0,271,2545.517,
 Account payables and accruals ,22220237,Provision - A&P 2024,-93716.342,2325,2325," (93,716)",
 Account payables and accruals ,22220238,Provision - A&P 2024 - FSD Ferrero,-28446,5072,2343," (25,717)",
 Account payables and accruals ,22229999,Provision - A&P General,0,145.745,145.745, -   ,
 Statutory Reserve ,22220201,Equity & Reserves - Statutary Reserve,-781105.57,0,0,-781105.57,
 General Reserve ,22220202,Equity & Reserves - Voluntary Reserve,-626133.57,0,0,-626133.57,
 Fair Value Reserve ,22220203,Equity & Reserves - Fair Value Reserve,-49031,0,0,-49031,
 Account payables and accruals ,22230101,Provision - Expenses,-109076.866,0,0," (109,077)",
 Account payables and accruals ,22230104,Accrued Income,41948,5312,0,47260,
 Account payables and accruals ,22230105,Provision - Expense 2020,-308625.35,0,0," (308,625)",
 Account payables and accruals ,22230106,Provision - Expense 2022,-43792.871,0,0," (43,793)", ok 
 Account payables and accruals ,22230107,Provision - Expense 2023,-667659.278,19968.68,79171.031," (726,862)",
 Share Capital ,33220101,Equity & Reserves - Share Capital,-1000000,0,0,-1000000,
 Loan to Relate Party ,33220103,Equity & Reserves - T I H Partners Current Account,265464.199,0,15700.371,249763.828,
 Retained earnings ,33330103,Equity & Reserves - Retained Earnings,-1290892.302,0,0,-1290892.302,
 Account payables and accruals ,99990101,Control a/c - Suspense Account (Payment),437.019,20682.203,20744.704,374.518,
 Inventories ,99990103,Control a/c - Suspense Account (Stock),0,1.512,1.512,0, ok 
 Control A/c ,99990104,Control a/c - Customers Dr/Cr,64156.532,9369.884,9369.885,64156.531,
 Account payables and accruals ,99990108,Control a/c - KFH Co-Ops Collection Suspense,521.994,116112.654,116112.654,521.994,
 Account payables and accruals ,99990109,Control a/c - KFH Deduction,0,4684.942,4684.942,0,
